STATE,DISTRICT,AC NO.,AC NAME,CANDIDATE NAME,WINNER,SEX,ASSETS_in num,ASSETS_in_alph,ASSETS,QUALIFICATION,CRIMINAL CASES,AGE,CATEGORY,PARTY,SYMBOL,GENERAL,POSTAL,TOTAL,% VOTES POLLED,%OVER TOTAL ELECTORS,TOTAL ELECTORS
NCT OF Delhi,Shahdara,67,BABARPUR,ANVEEKSHA JAIN,0,FEMALE,,,~,,,35,GENERAL,INC,Hand,5109,22,5131,3.594748,2.361871,217243
NCT OF Delhi,Shahdara,67,BABARPUR,NOTA,0,,,,~,,,,,NOTA,,327,3,330,0.231196,0.151904,217243
NCT OF Delhi,Shahdara,67,BABARPUR,DHARM SINGH,0,MALE,,,~,,,52,SC,BSP,Elephant,204,7,211,0.147825,0.097126,217243
NCT OF Delhi,Shahdara,67,BABARPUR,SHIVANI GAUR,0,FEMALE,,,~,,,36,GENERAL,IND,Tractor Chalata Kissan,164,,164,0.114897,0.075492,217243
NCT OF Delhi,Shahdara,67,BABARPUR,ZAHID ALI,0,MALE,,,~,,,39,GENERAL,NCP,Clock,150,,150,0.105089,0.069047,217243
NCT OF Delhi,Shahdara,67,BABARPUR,KALI RAM,0,MALE,,,~,,,71,GENERAL,PPID,Basket containing Fruits,114,,114,0.079868,0.052476,217243
NCT OF Delhi,Shahdara,67,BABARPUR,PRINCE KUMAR,0,MALE,,,~,,,33,GENERAL,MZEKP,Plate Containing Food,55,,55,0.038533,0.025317,217243
NCT OF Delhi,Shahdara,67,BABARPUR,JAKIR CHAUDHARY,0,MALE,,,~,,,49,GENERAL,IND,Key,54,,54,0.037832,0.024857,217243
NCT OF Delhi,Shahdara,67,BABARPUR,SADEQUE MUNIRODDIN SHAIKH,0,MALE,,,~,,,32,GENERAL,TPSTP,Kettle,37,,37,0.025922,0.017032,217243
NCT OF Delhi,North East Delhi,68,GOKALPUR(SC),SURENDRA KUMAR,1,MALE,93575001,9 Crore+,93575001~9 Crore+,10th Pass,4,52,SC,AAAP,Broom,88090,362,88452,53.2215,37.67458,234779
NCT OF Delhi,North East Delhi,68,GOKALPUR(SC),RANJEET SINGH,0,MALE,9242879,92 Lacs+,9242879~92 Lacs+,10th Pass,1,48,SC,BJP,Lotus,68575,389,68964,41.49558,29.37401,234779
NCT OF Delhi,North East Delhi,68,GOKALPUR(SC),PRAVEEN KUMAR,0,MALE,,,~,,,32,SC,BSP,Elephant,4558,41,4599,2.767215,1.958863,234779
NCT OF Delhi,North East Delhi,68,GOKALPUR(SC),S P SINGH,0,MALE,,,~,,,61,SC,INC,Hand,2212,21,2233,1.343594,0.951107,234779
NCT OF Delhi,North East Delhi,68,GOKALPUR(SC),SHANU KUMAR,0,MALE,,,~,,,35,SC,AAPP,Battery Torch,593,,593,0.356808,0.252578,234779
NCT OF Delhi,North East Delhi,68,GOKALPUR(SC),NOTA,0,,,,~,,,,,NOTA,,449,7,456,0.274375,0.194225,234779
NCT OF Delhi,North East Delhi,68,GOKALPUR(SC),FATEH SINGH,0,MALE,66270212,6 Crore+,66270212~6 Crore+,8th Pass,1,56,SC,NCP,Clock,418,2,420,0.252714,0.178892,234779
NCT OF Delhi,North East Delhi,68,GOKALPUR(SC),RAVI KUMAR,0,MALE,,,~,,,29,SC,PPID,Basket containing Fruits,342,,342,0.205781,0.145669,234779
NCT OF Delhi,North East Delhi,68,GOKALPUR(SC),SUNITA DEVI,0,FEMALE,,,~,,,45,SC,NYAYPR,Man Blowing Turha,137,,137,0.082433,0.058353,234779
NCT OF Delhi,North East Delhi,69,MUSTAFABAD,HAJI YUNUS,1,MALE,35782605,3 Crore+,35782605~3 Crore+,Graduate,1,58,GENERAL,AAAP,Broom,98681,169,98850,53.20466,37.62131,262750
NCT OF Delhi,North East Delhi,69,MUSTAFABAD,JAGDISH PRADHAN,0,MALE,,,~,,,66,GENERAL,BJP,Lotus,77845,301,78146,42.06101,29.74158,262750
NCT OF Delhi,North East Delhi,69,MUSTAFABAD,ALI MEHDI,0,MALE,,,~,,,35,GENERAL,INC,Hand,5355,8,5363,2.886561,2.041104,262750
NCT OF Delhi,North East Delhi,69,MUSTAFABAD,SURESH KUMAR MALKANI,0,MALE,,,~,,,44,SC,BSP,Elephant,1185,19,1204,0.648037,0.45823,262750
NCT OF Delhi,North East Delhi,69,MUSTAFABAD,NOTA,0,,,,~,,,,,NOTA,,459,3,462,0.248665,0.175833,262750
NCT OF Delhi,North East Delhi,69,MUSTAFABAD,MAYUR BHAN,0,MALE,,,~,,,25,GENERAL,NCP,Clock,288,,288,0.155012,0.10961,262750
NCT OF Delhi,North East Delhi,69,MUSTAFABAD,MURARI LAL,0,MALE,,,~,,,54,GENERAL,AAPP,Battery torch,266,,266,0.143171,0.101237,262750
NCT OF Delhi,North East Delhi,69,MUSTAFABAD,VIVEK TOMAR,0,MALE,9640000,96 Lacs+,9640000~96 Lacs+,Graduate,2,26,GENERAL,NYP,Laptop,263,,263,0.141556,0.100095,262750
NCT OF Delhi,North East Delhi,69,MUSTAFABAD,SHIV KUMAR,0,MALE,,,~,,,51,GENERAL,IND,Hand Cart,245,,245,0.131868,0.093245,262750
NCT OF Delhi,North East Delhi,69,MUSTAFABAD,ANIL KUMAR GUPTA,0,MALE,,,~,,,47,GENERAL,LJP,Bungalow,234,,234,0.125947,0.089058,262750
NCT OF Delhi,North East Delhi,69,MUSTAFABAD,MANISH KUMAR,0,MALE,,,~,,,33,SC,MKDVP,Gas Cylinder,116,2,118,0.063512,0.04491,262750
NCT OF Delhi,North East Delhi,69,MUSTAFABAD,SHAMA PARVEEN,0,FEMALE,,,~,,,39,GENERAL,IND,Tractor Chalata Kissan,94,,94,0.050594,0.035775,262750
NCT OF Delhi,North East Delhi,69,MUSTAFABAD,POONAM,0,FEMALE,,,~,,,49,GENERAL,NYAYPR,Man Blowing Turha,80,,80,0.043059,0.030447,262750
NCT OF Delhi,North East Delhi,69,MUSTAFABAD,SUBHASH,0,MALE,,,~,,,45,GENERAL,RJ,Scissors,78,,78,0.041982,0.029686,262750
NCT OF Delhi,North East Delhi,69,MUSTAFABAD,KAMAL,0,MALE,486700,4 Lacs+,486700~4 Lacs+,10th Pass,1,37,GENERAL,HND,Water Tank,59,,59,0.031756,0.022455,262750
NCT OF Delhi,North East Delhi,69,MUSTAFABAD,IMRAN MATLUB KHAN,0,MALE,,,~,,,32,GENERAL,TPSTP,Kettle,42,,42,0.022606,0.015985,262750
NCT OF Delhi,North East Delhi,70,KARAWAL NAGAR,MOHAN SINGH BISHT,1,MALE,28576870,2 Crore+,28576870~2 Crore+,12th Pass,,62,GENERAL,BJP,Lotus,96390,331,96721,50.59,34.15253,283203
NCT OF Delhi,North East Delhi,70,KARAWAL NAGAR,DURGESH PATHAK,0,MALE,118678,1 Lacs+,118678~1 Lacs+,Post Graduate,1,31,GENERAL,AAAP,Broom,88317,181,88498,46.28895,31.24896,283203
NCT OF Delhi,North East Delhi,70,KARAWAL NAGAR,ARBIND SINGH,0,MALE,,,~,,,52,GENERAL,INC,Hand,2236,6,2242,1.17268,0.791658,283203
NCT OF Delhi,North East Delhi,70,KARAWAL NAGAR,NATHU RAM,0,MALE,,,~,,,68,GENERAL,BSP,Elephant,818,6,824,0.430994,0.290957,283203
NCT OF Delhi,North East Delhi,70,KARAWAL NAGAR,RANJIT TIWARI,0,MALE,,,~,,,48,GENERAL,CPIM,"Hammer, Sickle and Star",413,1,414,0.216543,0.146185,283203
NCT OF Delhi,North East Delhi,70,KARAWAL NAGAR,NOTA,0,,,,~,,,,,NOTA,,370,3,373,0.195098,0.131708,283203
NCT OF Delhi,North East Delhi,70,KARAWAL NAGAR,S.N. Singh,0,MALE,,,~,,,72,GENERAL,IND,CCTV Camera,371,,371,0.194052,0.131001,283203
NCT OF Delhi,North East Delhi,70,KARAWAL NAGAR,SUNITA N. KUMAR,0,FEMALE,,,~,,,48,GENERAL,PPID,Basket containing Fruits,257,,257,0.134424,0.090748,283203
NCT OF Delhi,North East Delhi,70,KARAWAL NAGAR,MOHAN SINGH,0,MALE,,,~,,,38,GENERAL,IND,Cauliflower,248,,248,0.129717,0.08757,283203
NCT OF Delhi,North East Delhi,70,KARAWAL NAGAR,AJAY SINGH RATHOR,0,MALE,,,~,,,26,GENERAL,IND,Fountain,206,,206,0.107748,0.072739,283203
NCT OF Delhi,North East Delhi,70,KARAWAL NAGAR,BHASKARANAND MUNDEPI,0,MALE,,,~,,,43,GENERAL,SUCI,Battery torch,189,,189,0.098857,0.066737,283203
NCT OF Delhi,North East Delhi,70,KARAWAL NAGAR,MOHD. ILIAS,0,MALE,,,~,,,39,GENERAL,SDPI,Auto- Rickshaw,169,,169,0.088396,0.059675,283203
NCT OF Delhi,North East Delhi,70,KARAWAL NAGAR,BANDANA PANDEY,0,FEMALE,,,~,,,28,GENERAL,SP(I),Bat,168,,168,0.087873,0.059321,283203
NCT OF Delhi,North East Delhi,70,KARAWAL NAGAR,YOGESH SWAMY,0,MALE,,,~,,,37,GENERAL,IND,Plastering Trowel,131,,131,0.06852,0.046257,283203
NCT OF Delhi,North East Delhi,70,KARAWAL NAGAR,VIPIN KUMAR TIWARI,0,MALE,,,~,,,27,GENERAL,RRP,Air Conditioner,104,,104,0.054397,0.036723,283203
NCT OF Delhi,North East Delhi,70,KARAWAL NAGAR,HARISH,0,MALE,,,~,,,40,GENERAL,MKDVP,Gas Cylinder,81,,81,0.042367,0.028601,283203
NCT OF Delhi,North East Delhi,70,KARAWAL NAGAR,MOHD. MEHBOB ALAM,0,MALE,,,~,,,32,GENERAL,RTPP,Sewing Machine,66,,66,0.034521,0.023305,283203
NCT OF Delhi,North East Delhi,70,KARAWAL NAGAR,PRADESH KUMAR RAGHAV,0,MALE,,,~,,,37,GENERAL,SPRP,Scissors,63,,63,0.032952,0.022246,283203
NCT OF Delhi,North East Delhi,70,KARAWAL NAGAR,IMRAN KHAN,0,MALE,,,~,,,32,GENERAL,TPSTP,Kettle,61,,61,0.031906,0.021539,283203
